ID,Email Address,first name,last name,grade point average,Gender,major,birthday,language,national code,Disciplinary case,passed course unit,enterning year
1245,Summer_Greenwood601030323@ptr6k.info,Summer,Greenwood,17.86,Female,Adaptability,1/23/1383,Hungarian,14969207,FALSE,22,1398
1246,Ronald_Ellison115411374@bqkv0.online,Ronald,Ellison,19.08,Male,Decision Making,7/8/1380,Turkish,15348230,FALSE,89,1400
1247,Rosemary_Eddison1858305457@ptr6k.app,Rosemary,Eddison,13.84,Female,Leadership,9/6/1382,Sundanese,13729596,TRUE,123,1398
1248,Maria_Thomas292331808@iaart.online,Maria,Thomas,15.38,Female,Time Management,9/8/1379,Yue,17745824,TRUE,82,1397
1249,Celia_Emerson1216253659@gkvds.catering,Celia,Emerson,15.96,Female,Leadership,1/10/1381,Portuguese,16692903,FALSE,131,1397
1250,Peter_Walker1627423535@iaart.website,Peter,Walker,17.31,Male,Conflict Resolution,5/19/1380,Serbo-Croatian,17754950,TRUE,68,1398
1251,Barry_Grant934448395@yafr7.store,Barry,Grant,13.88,Male,Leadership,11/3/1382,Czech,13280637,FALSE,23,1397
1252,Chad_Bryson1310023509@ag5wi.pro,Chad,Bryson,18.3,Male,Adaptability,7/11/1382,Malaysian,13547910,TRUE,35,1397
1253,Jamie_Brooks522197784@uagvw.website,Jamie,Brooks,15.43,Female,Teamwork,7/16/1382,Romanian,14704353,FALSE,59,1400
1254,Cecilia_Andrews2074889861@mpibr.press,Cecilia,Andrews,19.3,Female,Adaptability,8/6/1381,Ukrainian,14449888,TRUE,110,1398
1255,Claire_Ring1908820268@xqj6f.shop,Claire,Ring,13.58,Female,Learning,8/6/1378,Gan Chinese,15044881,FALSE,44,1399
1256,Francesca_Coleman1783167297@ohqqh.center,Francesca,Coleman,18.46,Female,Communication,12/3/1381,Bhojpuri,13218663,FALSE,129,1398
1257,Rick_Flack548641876@nanoff.name,Rick,Flack,13.29,Male,Self-motivation,11/25/1381,Yoruba,18666609,TRUE,1,1400
1258,Rosalyn_Funnell1920706172@xqj6f.info,Rosalyn,Funnell,18.1,Female,Adaptability,2/6/1384,Italian,13368440,FALSE,116,1397
1259,Erick_Broomfield296049787@lyvnc.space,Erick,Broomfield,13.8,Male,Adaptability,6/2/1380,Korean,11511640,TRUE,45,1400
1260,Gina_Spencer1972009680@bu2lo.store,Gina,Spencer,12.94,Female,Teamwork,7/10/1384,Ukrainian,14178700,FALSE,129,1398
1261,Kieth_Blackburn845638671@1kmd3.design,Kieth,Blackburn,13.21,Male,Learning,8/3/1382,Mandarin,11636009,TRUE,130,1401
1262,Kirsten_Holmes2051722615@urn0m.software,Kirsten,Holmes,19.23,Female,Time Management,2/26/1379,Pashto,14650034,FALSE,53,1400
1263,Denis_Dillon102330047@bcfhs.audio,Denis,Dillon,17.54,Male,Time Management,12/13/1377,French,16992402,FALSE,13,1397
1264,Logan_Jobson1814437598@evyvh.center,Logan,Jobson,18.4,Male,Learning,2/2/1381,Pashto,11510588,FALSE,107,1401
1265,Nicholas_Benson577571683@karnv.solutions,Nicholas,Benson,12.89,Male,Communication,3/16/1382,Swedish,18127344,FALSE,111,1397
1266,Rick_Ross528589612@ckzyi.pro,Rick,Ross,16.22,Male,Adaptability,5/4/1378,Hungarian,13060518,FALSE,78,1398
1267,Domenic_Rowan1157590983@dvqq2.name,Domenic,Rowan,15.66,Male,Leadership,12/22/1382,Russian,13083622,TRUE,93,1397
1268,Brooklyn_Talbot479662380@nanoff.software,Brooklyn,Talbot,16.05,Female,Self-motivation,3/13/1380,Portuguese,16763709,FALSE,78,1397
1269,Sebastian_Shaw1448110380@yvu30.digital,Sebastian,Shaw,18.12,Male,Teamwork,8/4/1383,Turkish,11518680,FALSE,112,1397
1270,Matthew_Robinson2051852092@fhuux.site,Matthew,Robinson,13.12,Male,Time Management,6/28/1381,Yoruba,16705375,TRUE,31,1398
1271,Hank_Walter1466916094@lyvnc.site,Hank,Walter,19.96,Male,Decision Making,7/22/1379,Pashto,11572377,TRUE,58,1398
1272,Oliver_Hood1986379374@lhp4j.online,Oliver,Hood,13.3,Male,Work Under Pressure,4/12/1379,Wu,14994196,TRUE,99,1397
1273,Mabel_Healy228553172@dvqq2.tech,Mabel,Healy,16.6,Female,Work Under Pressure,8/18/1377,Hakka,17161425,FALSE,56,1398
1274,Parker_Mason1640216154@iaart.design,Parker,Mason,17.43,Female,Leadership,5/24/1379,Bengali,16320524,TRUE,102,1399
1275,Wade_Thompson1708748400@yvu30.property,Wade,Thompson,15.27,Male,Time Management,9/28/1379,Chinese,10043926,TRUE,26,1397
1276,Payton_Robinson580199399@qu9ml.center,Payton,Robinson,19.41,Female,Leadership,3/15/1381,Yoruba,16497606,TRUE,33,1399
1277,Alessandra_Cox1758494993@iscmr.zone,Alessandra,Cox,13.96,Female,Learning,6/14/1382,Spanish,14038623,FALSE,48,1401
1278,Chadwick_Robertson175290796@zynuu.website,Chadwick,Robertson,19.09,Male,Learning,10/30/1379,Bengali,16294749,FALSE,37,1397
1279,George_Horton996937428@cdpfn.website,George,Horton,18.69,Male,Leadership,8/24/1383,Thai,18655957,TRUE,60,1397
1280,Johnathan_Gray1341248256@yfxpw.auction,Johnathan,Gray,15.83,Male,Conflict Resolution,1/23/1379,Bengali,12312276,TRUE,57,1401
1281,Anthony_Adams926986923@gkvds.space,Anthony,Adams,14.63,Male,Leadership,11/11/1381,Turkish,10390543,FALSE,104,1401
1282,Sara_Atkinson639501993@karnv.name,Sara,Atkinson,18.36,Female,Decision Making,3/27/1380,German,14156386,TRUE,37,1398
1283,Samantha_Griffiths246380047@lyvnc.tech,Samantha,Griffiths,15.78,Female,Conflict Resolution,8/9/1382,Korean,13854817,FALSE,50,1400
1284,Faith_Campbell1158224264@zynuu.biz,Faith,Campbell,14.07,Female,Decision Making,3/24/1384,Chittagonian,12556118,TRUE,53,1400
1285,Liliana_Patel495418277@dbxli.meet,Liliana,Patel,17.34,Female,Self-motivation,2/7/1379,Tamil,11676440,FALSE,54,1397
1286,Helen_Walsh1333347944@6ijur.pro,Helen,Walsh,12.83,Female,Communication,4/19/1381,Tamil,14916957,FALSE,86,1397
1287,Mike_Niles1793881334@c2nyu.property,Mike,Niles,17.36,Male,Time Management,7/25/1383,Belarusian,15611945,TRUE,47,1401
1288,Mabel_Wilde1984604307@iaart.name,Mabel,Wilde,12.34,Female,Adaptability,9/16/1380,Bhojpuri,10290847,TRUE,103,1397
1289,Tony_Warden2086215718@voylg.us,Tony,Warden,15.71,Male,Communication,1/20/1379,Russian,15737584,TRUE,97,1401
1290,Skylar_Higgs326029436@p5emz.store,Skylar,Higgs,15.15,Female,Adaptability,10/15/1382,Tamil,14716041,TRUE,41,1401
1291,Elly_Quinton656367604@gnjps.business,Elly,Quinton,18.61,Female,Decision Making,11/25/1380,Hakka,11132619,FALSE,38,1401
1292,Ron_Shields2046142296@qu9ml.net,Ron,Shields,15.51,Male,Conflict Resolution,11/13/1379,Urdu,11853118,FALSE,81,1399
1293,Hank_Williams1468893443@gnjps.auction,Hank,Williams,18.06,Male,Self-motivation,4/30/1378,Vietnamese,12822155,TRUE,115,1401
1294,Owen_Amstead981105470@avn7d.directory,Owen,Amstead,13.73,Male,Time Management,5/13/1384,Portuguese,15996537,FALSE,5,1401
1295,Barry_Ebden1283558270@lhp4j.name,Barry,Ebden,15.9,Male,Decision Making,10/20/1379,Uzbek,16237474,FALSE,17,1400
1296,Cadence_Connor21450068@nb44i.shop,Cadence,Connor,15.35,Female,Leadership,2/19/1381,Spanish,10449181,TRUE,99,1397
1297,Victoria_Oliver200339982@voylg.club,Victoria,Oliver,19.7,Female,Time Management,9/11/1379,Sindhi,12383755,TRUE,8,1398
1298,Alan_Abbey1419987963@zynuu.zone,Alan,Abbey,16.87,Male,Time Management,7/24/1383,Hindi,15616025,TRUE,11,1399
1299,Emerald_Varley1411702550@nb44i.autos,Emerald,Varley,14.26,Female,Leadership,7/1/1384,Malaysian,10145234,FALSE,141,1400
1300,Chadwick_Lakey799798004@bqkv0.host,Chadwick,Lakey,19.45,Male,Teamwork,2/16/1378,Italian,15185675,FALSE,12,1399
1301,Margot_Rogers994495391@1kmd3.auction,Margot,Rogers,14.74,Female,Communication,1/31/1378,English,11949055,FALSE,127,1398
1302,Mayleen_Morgan235969792@chkzl.store,Mayleen,Morgan,16.21,Female,Work Under Pressure,5/5/1379,Romanian,10022101,FALSE,52,1401
1303,Mary_Yang453583392@qu9ml.us,Mary,Yang,17.08,Female,Communication,9/25/1379,Russian,11903431,TRUE,59,1401
1304,Hadley_Wilton1149908341@ohqqh.space,Hadley,Wilton,17.87,Female,Teamwork,1/7/1383,Amharic,11780697,FALSE,62,1399
1305,Kieth_Ring392502447@6ijur.services,Kieth,Ring,19.88,Male,Work Under Pressure,3/13/1384,Italian,13901810,TRUE,46,1397
1306,Carmen_Darcy513189779@bu2lo.us,Carmen,Darcy,14.79,Female,Leadership,8/21/1378,Urdu,19280704,FALSE,22,1397
1307,Ron_Shaw14030820@jh02o.digital,Ron,Shaw,12.24,Male,Teamwork,3/20/1378,Turkish,10446881,TRUE,5,1400
1308,Rhea_Yard151332921@3wbkp.auction,Rhea,Yard,16.41,Female,Teamwork,5/9/1384,Swedish,13811213,TRUE,31,1398
1309,Jocelyn_Moreno1868443984@jh02o.software,Jocelyn,Moreno,15.7,Female,Self-motivation,10/26/1381,Romanian,19548119,TRUE,110,1400
1310,Sasha_Taylor1325707346@6ijur.club,Sasha,Taylor,15.32,Female,Leadership,11/30/1383,Czech,14441141,FALSE,97,1398
1311,Leroy_Emmett86214946@ohqqh.software,Leroy,Emmett,12.28,Male,Time Management,11/27/1380,Yue,13994057,TRUE,50,1399
1312,Danielle_York1062057747@yvu30.media,Danielle,York,17.12,Female,Work Under Pressure,12/17/1379,Chinese,14702409,FALSE,123,1398
1313,Erick_Addley2074149641@fhuux.autos,Erick,Addley,19.91,Male,Work Under Pressure,9/10/1380,French,16327548,FALSE,128,1400
1314,Jacqueline_Long1507837087@bqkv0.online,Jacqueline,Long,15.32,Female,Adaptability,9/28/1377,Hindi,11921924,TRUE,93,1400
1315,Adalie_Robertson1278739162@nmz0p.club,Adalie,Robertson,19.45,Female,Communication,9/17/1382,Greek,19564273,FALSE,102,1397
1316,Renee_Porter498871648@xtwt3.space,Renee,Porter,12.74,Female,Teamwork,5/17/1384,Persian,11830982,FALSE,111,1401
1317,Alice_Gallacher2061647776@karnv.business,Alice,Gallacher,12.38,Female,Self-motivation,9/1/1383,Italian,19555278,TRUE,65,1400
1318,Danny_Wheeler1096294636@1kmd3.edu,Danny,Wheeler,16.46,Male,Conflict Resolution,1/30/1379,Polish,17624732,FALSE,127,1400
1319,Monica_Hamilton1103961882@v1wn5.biz,Monica,Hamilton,12.33,Female,Decision Making,8/29/1380,Assamese,17607639,TRUE,84,1401
1320,Luke_Hamilton1072293662@iaart.zone,Luke,Hamilton,17.18,Male,Decision Making,3/31/1380,English,10784486,TRUE,137,1397
1321,Nate_Veale469225508@urn0m.digital,Nate,Veale,13.63,Male,Conflict Resolution,2/12/1382,Swedish,10099497,FALSE,8,1400
1322,Mike_Bailey2122087641@evyvh.catering,Mike,Bailey,15.72,Male,Teamwork,11/19/1379,Russian,14749607,FALSE,14,1397
1323,Nick_Quinn196181011@ag5wi.media,Nick,Quinn,15.99,Male,Self-motivation,1/28/1380,Turkish,13838988,TRUE,77,1398
1324,Stacy_Hale680571169@dbxli.net,Stacy,Hale,12.01,Female,Conflict Resolution,10/12/1380,Punjabi,14527248,FALSE,39,1400
1325,Nick_Khan2014916663@d9un8.biz,Nick,Khan,12.92,Male,Conflict Resolution,7/23/1377,Chittagonian,13005817,FALSE,47,1397
1326,Havana_Durrant1099383449@iaart.video,Havana,Durrant,15.85,Female,Leadership,10/15/1379,Swedish,12311625,FALSE,36,1398
1327,Bridget_Upsdell1602289493@yvu30.online,Bridget,Upsdell,19.22,Female,Time Management,5/29/1383,Yoruba,17111172,TRUE,13,1401
1328,Ryan_Varndell691895277@dbxli.com,Ryan,Varndell,17.05,Male,Learning,3/21/1384,Sundanese,16392034,FALSE,117,1400
1329,Carl_Vaughan315970105@ckzyi.us,Carl,Vaughan,15.52,Male,Decision Making,12/4/1378,Persian,11817560,FALSE,74,1401
1330,Anthony_Curtis716353797@crzq7.catering,Anthony,Curtis,18.05,Male,Self-motivation,4/11/1381,Greek,19021357,FALSE,82,1399
1331,Vanessa_Phillips588238745@iaart.website,Vanessa,Phillips,15.89,Female,Self-motivation,7/18/1380,Mandarin,18442661,FALSE,122,1400
1332,Alexa_Alexander87048948@yfxpw.host,Alexa,Alexander,17.97,Female,Self-motivation,5/7/1383,Somali,19522707,TRUE,94,1400
1333,Sofia_Mould79462521@mpibr.property,Sofia,Mould,12.7,Female,Communication,4/24/1384,Belarusian,14295928,FALSE,117,1397
1334,Johnny_Stewart1365490078@kyb7t.video,Johnny,Stewart,17.33,Male,Learning,6/10/1380,Belarusian,10044390,FALSE,37,1397
1335,George_Jefferson538995213@gnjps.website,George,Jefferson,12.48,Male,Leadership,1/8/1378,Fula,12963008,TRUE,14,1397
1336,Mason_Parker352118270@urn0m.solutions,Mason,Parker,14.2,Male,Work Under Pressure,5/11/1383,Belarusian,14025013,TRUE,64,1397
1337,William_Edwards1926605261@p5emz.website,William,Edwards,14.09,Male,Adaptability,11/1/1378,Uyghur,17722885,TRUE,113,1398
1338,Skylar_Rogers860874506@bqkv0.mobi,Skylar,Rogers,13.17,Female,Adaptability,6/7/1378,Bengali,12676869,FALSE,23,1400
1339,William_Ellison724638562@qu9ml.biz,William,Ellison,13.97,Male,Leadership,8/4/1377,Chittagonian,12600121,TRUE,34,1400
1340,John_James2064546420@voylg.us,John,James,13.31,Male,Adaptability,4/22/1380,Polish,19150789,FALSE,103,1399
1341,Alan_Flanders1390936048@bcfhs.digital,Alan,Flanders,12.61,Male,Leadership,2/28/1381,Pashto,15318648,FALSE,38,1397
1342,Sebastian_Emmett1830770019@1wa8o.catering,Sebastian,Emmett,18.48,Male,Time Management,10/12/1382,Portuguese,17383987,TRUE,18,1400
1343,Candice_Webster1045723018@nanoff.info,Candice,Webster,19.46,Female,Conflict Resolution,11/20/1380,Spanish,14245771,TRUE,79,1398
1344,Julian_Ianson1197185771@lhp4j.press,Julian,Ianson,19.43,Male,Adaptability,5/3/1379,Czech,16293112,TRUE,33,1400
1345,Carla_Faulkner1003874763@kyb7t.org,Carla,Faulkner,16.71,Female,Adaptability,12/3/1381,Nepali,13970636,TRUE,60,1398
1346,Carmella_Chapman1630130812@ag5wi.online,Carmella,Chapman,12.33,Female,Conflict Resolution,5/21/1380,Korean,11235232,FALSE,120,1398
1347,Julius_Avery242308143@kyb7t.online,Julius,Avery,19.94,Male,Leadership,9/1/1377,Japanese,11367249,TRUE,113,1401
1348,Moira_Coates1163027176@avn7d.digital,Moira,Coates,12.03,Female,Teamwork,12/12/1377,Bhojpuri,15903901,TRUE,103,1399
1349,Jacob_Squire995214617@kyb7t.info,Jacob,Squire,15.66,Male,Work Under Pressure,10/27/1379,Yue,12513616,TRUE,78,1397
1350,Henry_Richardson779269246@nmz0p.digital,Henry,Richardson,17.05,Male,Decision Making,7/22/1379,Hakka,15527391,TRUE,44,1399
1351,Carmen_Dixon798933023@bu2lo.info,Carmen,Dixon,13.85,Female,Time Management,10/27/1380,Hakka,15381762,TRUE,132,1397
1352,Jack_Garcia366135729@bqkv0.info,Jack,Garcia,13.19,Male,Conflict Resolution,6/28/1383,Greek,16568894,FALSE,63,1400
1353,Bridget_Redfern392741618@lhp4j.store,Bridget,Redfern,14.17,Female,Self-motivation,9/3/1381,Hakka,14985416,FALSE,24,1397
1354,Ethan_Wills62888749@bcfhs.info,Ethan,Wills,18.96,Male,Communication,8/6/1383,Portuguese,12379617,FALSE,73,1398
1355,Juliet_Wills73777485@3wbkp.website,Juliet,Wills,16.78,Female,Leadership,11/13/1382,Turkish,13999445,TRUE,36,1397
1356,Ramon_Varndell767314731@ohqqh.software,Ramon,Varndell,19.19,Male,Time Management,7/26/1379,Serbo-Croatian,14275015,TRUE,86,1397
1357,Makena_Cox899268262@yvu30.software,Makena,Cox,15.91,Female,Work Under Pressure,9/20/1377,Polish,11868162,FALSE,80,1399
1358,Wade_Chappell899646617@urn0m.name,Wade,Chappell,16.77,Male,Decision Making,2/10/1381,Arabic,11597075,TRUE,137,1399
1359,George_Lewin1944517341@chkzl.store,George,Lewin,18.08,Male,Communication,12/7/1383,Yue,12377448,TRUE,100,1401
1360,Makena_Williams72153893@mpibr.solutions,Makena,Williams,19.83,Female,Work Under Pressure,5/25/1383,Swedish,14244385,FALSE,100,1398
1361,Percy_Gibbons1973752043@6ijur.video,Percy,Gibbons,13.66,Male,Learning,7/23/1381,Swedish,13368707,FALSE,87,1399
1362,Alice_Evans1015501349@yafr7.info,Alice,Evans,13.57,Female,Self-motivation,3/24/1384,Hungarian,18357463,FALSE,109,1399
1363,Phillip_Allen1703937862@ohqqh.mobi,Phillip,Allen,12.34,Male,Communication,12/28/1379,Pashto,13719626,FALSE,39,1400
1364,Boris_Kelly1726730584@mpibr.design,Boris,Kelly,19.77,Male,Adaptability,9/10/1383,Bhojpuri,15348618,TRUE,29,1400
1365,Denis_Fall1823784533@jh02o.info,Denis,Fall,16.7,Male,Conflict Resolution,7/15/1380,Romanian,11229108,FALSE,120,1401
1366,Anne_Varndell1838881353@3wbkp.store,Anne,Varndell,15.75,Female,Communication,10/22/1383,Mandarin,17432609,TRUE,72,1401
1367,Trisha_Salt809096928@nmz0p.app,Trisha,Salt,14.87,Female,Adaptability,8/15/1381,Nepali,13876192,FALSE,51,1401
1368,Michael_Penn975713028@lhp4j.video,Michael,Penn,16.35,Male,Teamwork,4/28/1381,Azerbaijani,14796850,TRUE,2,1398
1369,Anne_Rowlands932362328@crzq7.tech,Anne,Rowlands,19.87,Female,Self-motivation,6/17/1381,Yue,17204472,FALSE,140,1397
1370,Kieth_Jobson1690889268@xqj6f.org,Kieth,Jobson,16.23,Male,Work Under Pressure,7/31/1377,Hungarian,16776205,TRUE,102,1397
1371,Abdul_Yarlett1104006413@nanoff.meet,Abdul,Yarlett,14.21,Male,Decision Making,12/22/1381,Assamese,11861358,FALSE,99,1401
1372,Angelica_Selby985569329@lyvnc.digital,Angelica,Selby,12.39,Female,Decision Making,2/4/1382,Romanian,19425747,FALSE,112,1399
1373,Lynn_Campbell1461907490@mpibr.software,Lynn,Campbell,16.93,Female,Time Management,1/25/1382,Somali,10797592,TRUE,44,1398
1374,Elise_Ingham811839993@nmz0p.software,Elise,Ingham,17.73,Female,Work Under Pressure,9/8/1379,Vietnamese,12233350,FALSE,73,1401
1375,Mason_Squire241060762@chkzl.net,Mason,Squire,13.21,Male,Time Management,10/15/1378,Thai,15535037,FALSE,138,1400
1376,Bree_Barclay152851597@kyb7t.digital,Bree,Barclay,13.16,Female,Time Management,3/23/1380,Swedish,18810762,FALSE,134,1398
1377,Danny_Pratt1268191104@v1wn5.directory,Danny,Pratt,19.97,Male,Teamwork,12/28/1381,Chittagonian,18782597,FALSE,106,1399
1378,Henry_Franks1089152746@v1wn5.center,Henry,Franks,12.98,Male,Communication,5/26/1384,Bhojpuri,10169662,TRUE,43,1398
1379,Henry_Reading133221925@chkzl.store,Henry,Reading,14.95,Male,Self-motivation,11/2/1378,Russian,10579081,FALSE,83,1397
1380,Ethan_Everett40549445@cke3u.mobi,Ethan,Everett,17.16,Male,Learning,1/15/1379,Swedish,13084325,TRUE,59,1397
1381,Harmony_Dobson1005864420@nmz0p.ca,Harmony,Dobson,16.66,Female,Conflict Resolution,4/2/1380,Polish,11988216,TRUE,31,1397
1382,Chad_Vollans195560082@qu9ml.zone,Chad,Vollans,14.28,Male,Leadership,7/25/1377,Spanish,17268776,FALSE,23,1400
1383,Jazmin_Wright2048627373@ptr6k.edu,Jazmin,Wright,18.68,Female,Time Management,7/29/1381,Malaysian,11310176,TRUE,139,1397
1384,Joseph_Logan404022924@fhuux.autos,Joseph,Logan,14.8,Male,Teamwork,3/24/1378,Fula,14854233,FALSE,90,1399
1385,Scarlett_Cann61782343@6ijur.property,Scarlett,Cann,14.73,Female,Time Management,2/5/1378,Portuguese,13128331,FALSE,78,1398
1386,Lucas_Steer1587376812@yfxpw.com,Lucas,Steer,18.08,Male,Communication,10/3/1378,Thai,14818996,TRUE,80,1400
1387,Danny_Evans1762891978@jh02o.site,Danny,Evans,18.39,Male,Teamwork,9/6/1377,Yoruba,16717757,FALSE,57,1401
1388,Sebastian_Knight865547967@nanoff.online,Sebastian,Knight,13.13,Male,Adaptability,10/27/1381,Romanian,18214447,FALSE,81,1399
1389,Ron_Mason836191248@3wbkp.website,Ron,Mason,18.61,Male,Conflict Resolution,3/11/1383,Japanese,12311475,TRUE,3,1398
1390,Tyson_Cowan2017032376@ds59r.video,Tyson,Cowan,18.7,Male,Teamwork,3/14/1379,Dutch,11573840,FALSE,20,1401
1391,Jayden_Osman1670381310@chkzl.ca,Jayden,Osman,14.2,Male,Leadership,2/9/1380,Urdu,16915577,TRUE,90,1400
1392,Matt_Garner904726544@1kmd3.audio,Matt,Garner,15.55,Male,Time Management,12/5/1380,Hungarian,16576651,TRUE,19,1400
1393,Ruby_Jackson373764361@voylg.media,Ruby,Jackson,15.45,Female,Communication,5/13/1378,Fula,15960185,FALSE,114,1401
1394,Tony_Mccall1948554661@lhp4j.ca,Tony,Mccall,13.26,Male,Decision Making,6/11/1378,English,15548540,TRUE,32,1401
1395,Noah_Simmons404627829@lhp4j.club,Noah,Simmons,13.32,Male,Communication,4/13/1379,Yoruba,12815562,TRUE,4,1399
1396,Danny_Gates555474365@1wa8o.name,Danny,Gates,14.17,Male,Work Under Pressure,7/15/1383,Punjabi,14200897,TRUE,61,1401
1397,Caydence_Fox333134487@evyvh.services,Caydence,Fox,15.94,Female,Learning,11/20/1378,Swedish,18931374,FALSE,49,1400
1398,Javier_Scott150666857@xqj6f.ca,Javier,Scott,14.43,Male,Leadership,12/29/1382,Tamil,19530682,FALSE,77,1399
1399,Alma_Flett176542160@evyvh.org,Alma,Flett,16.56,Female,Decision Making,11/4/1380,Gan Chinese,17902179,FALSE,64,1399
1400,Julius_Selby920170252@ptr6k.software,Julius,Selby,16.86,Male,Decision Making,6/24/1380,Greek,13144464,FALSE,46,1397
1401,Camden_Gibbons1946124157@kyb7t.directory,Camden,Gibbons,16.64,Female,Communication,9/26/1383,Gan Chinese,11989233,FALSE,42,1401
1402,Brad_Carter36027326@d9un8.website,Brad,Carter,15.86,Male,Leadership,5/3/1379,Swedish,18342252,FALSE,69,1400
1403,Marissa_Warden381008232@ds59r.property,Marissa,Warden,12.37,Female,Adaptability,11/1/1380,Spanish,13775568,FALSE,26,1397
1404,Amy_Morgan286937366@gnjps.media,Amy,Morgan,17.6,Female,Self-motivation,2/28/1378,Thai,19547081,TRUE,29,1397
1405,Cassidy_Reading1642507174@jcf8v.com,Cassidy,Reading,13.98,Female,Time Management,1/26/1383,Romanian,12053411,FALSE,56,1398
1406,Caydence_Mackenzie1933093361@ag5wi.com,Caydence,Mackenzie,16.4,Female,Decision Making,1/23/1382,Chinese,13882646,FALSE,114,1397
1407,Erin_Rose1128633765@dvqq2.services,Erin,Rose,12.51,Female,Adaptability,3/29/1382,Romanian,13889429,TRUE,115,1400
1408,Kieth_Pope824422502@ds59r.autos,Kieth,Pope,19.67,Male,Teamwork,7/6/1378,Punjabi,12606723,TRUE,17,1397
1409,William_Page 565231562@crzq7.online,William,Page ,19.93,Male,Self-motivation,1/26/1381,Russian,16173721,TRUE,123,1401
1410,Chuck_Vinton399227130@bcfhs.website,Chuck,Vinton,12.75,Male,Leadership,2/3/1378,Spanish,19863871,TRUE,132,1400
1411,Rosalee_Dale1336304185@mpibr.biz,Rosalee,Dale,16.13,Female,Conflict Resolution,3/11/1381,Punjabi,10651161,FALSE,80,1401
1412,Mason_Oldfield1374820570@lyvnc.software,Mason,Oldfield,15.2,Male,Self-motivation,10/30/1377,Bengali,19309243,FALSE,42,1398
1413,Kate_Richards996434547@yahoo.site,Kate,Richards,16.33,Female,Teamwork,7/21/1379,Chinese,16488859,FALSE,96,1398
1414,Erick_Locke2078233245@mpibr.mobi,Erick,Locke,18.11,Male,Adaptability,5/31/1382,Yue,16012062,TRUE,120,1398
1415,Logan_Johnson1057029929@kyb7t.store,Logan,Johnson,19.3,Male,Leadership,9/28/1382,Hungarian,13355902,TRUE,20,1397
1416,Denis_Gaynor2028501929@chkzl.club,Denis,Gaynor,15.44,Male,Decision Making,8/15/1379,Czech,16775548,FALSE,106,1398
1417,Ron_Penn694032937@jh02o.host,Ron,Penn,14.06,Male,Learning,6/5/1380,Japanese,17412210,FALSE,75,1400
1418,Brad_Mitchell1835699937@fhuux.services,Brad,Mitchell,17.34,Male,Learning,2/13/1380,Romanian,17122951,TRUE,103,1399
1419,Kieth_Durrant371880559@gnjps.club,Kieth,Durrant,18.01,Male,Communication,3/9/1378,Wu,10706963,TRUE,61,1401
1420,Nick_Jenkins1312879468@6ijur.software,Nick,Jenkins,12.64,Male,Work Under Pressure,9/11/1377,Czech,19037390,FALSE,66,1397
1421,Benjamin_Harper1830603992@ckzyi.business,Benjamin,Harper,18.18,Male,Decision Making,7/19/1382,Tamil,10174083,TRUE,59,1398
1422,Denny_Savage1269492618@ag5wi.app,Denny,Savage,12.61,Male,Adaptability,1/30/1382,Uyghur,13617272,TRUE,125,1400
1423,Vivian_Wright1358267177@yafr7.info,Vivian,Wright,18.34,Female,Decision Making,7/5/1383,Chittagonian,16966945,TRUE,35,1397
1424,Johnathan_Price775069937@qu9ml.app,Johnathan,Price,13.18,Male,Teamwork,2/14/1379,Malaysian,17989772,FALSE,12,1400
1425,Mina_Hammond1764599701@avn7d.app,Mina,Hammond,18.05,Female,Time Management,1/28/1379,Yoruba,13437258,TRUE,5,1398
1426,Melinda_Owen69499133@bu2lo.center,Melinda,Owen,16.55,Female,Work Under Pressure,12/19/1379,Nepali,16487823,TRUE,17,1401
1427,Barry_Wilson206128448@3wbkp.center,Barry,Wilson,13,Male,Work Under Pressure,1/10/1379,Korean,14912872,TRUE,84,1398
1428,Domenic_Stark1277692202@crzq7.biz,Domenic,Stark,16.06,Male,Learning,1/31/1379,Russian,16277168,TRUE,47,1398
1429,Blake_Varley931768496@ckzyi.auction,Blake,Varley,14.08,Female,Teamwork,10/27/1377,Gan Chinese,13106846,FALSE,118,1400
1430,Daniel_Tanner781323464@mpibr.tech,Daniel,Tanner,18.34,Male,Self-motivation,11/29/1380,Hindi,19537576,TRUE,29,1401
1431,Denis_Latham213985082@fhuux.app,Denis,Latham,17.18,Male,Decision Making,11/15/1378,Pashto,14022631,TRUE,111,1398
1432,Lauren_Waterhouse882431399@nb44i.media,Lauren,Waterhouse,14.78,Female,Teamwork,1/31/1384,Hakka,18707607,TRUE,121,1401
1433,Wade_Lakey1118557758@crzq7.catering,Wade,Lakey,16.65,Male,Communication,5/4/1384,English,19112563,FALSE,18,1399
1434,Logan_Stewart763332019@yvu30.info,Logan,Stewart,16.31,Male,Work Under Pressure,10/24/1377,Turkish,16267837,TRUE,93,1398
1435,Chris_Gates1873559758@hepmv.solutions,Chris,Gates,17.2,Male,Teamwork,1/17/1378,Amharic,13477647,TRUE,114,1401
1436,Daron_Mitchell1317487838@gkvds.press,Daron,Mitchell,19.42,Male,Learning,6/4/1382,Nepali,16231564,TRUE,67,1400
1437,Celia_Richards50044816@gnjps.video,Celia,Richards,16.62,Female,Leadership,11/5/1379,Yoruba,10510796,TRUE,97,1401
1438,Andie_Randall42675820@3wbkp.directory,Andie,Randall,19.4,Female,Teamwork,8/6/1379,Hakka,18724832,TRUE,32,1398
